"url","count"
"https://www.graana.com/lower-portion/for_sale/wazirabad/all/236",0
"https://www.graana.com/lower-portion/for_sale/khanewal/all/240",0
"https://www.graana.com/lower-portion/for_sale/dina/all/243",0
"https://www.graana.com/lower-portion/for_rent/islamabad/all/1",398
"https://www.graana.com/lower-portion/for_rent/lahore/all/2",649
"https://www.graana.com/lower-portion/for_rent/rawalpindi/all/3",36
"https://www.graana.com/lower-portion/for_rent/taxila/all/166",0
"https://www.graana.com/lower-portion/for_rent/multan/all/168",39
"https://www.graana.com/lower-portion/for_rent/karachi/all/169",564
"https://www.graana.com/lower-portion/for_rent/faisalabad/all/170",44
"https://www.graana.com/lower-portion/for_rent/wah/all/173",0
"https://www.graana.com/lower-portion/for_rent/gujranwala/all/174",24
"https://www.graana.com/lower-portion/for_rent/peshawar/all/176",6
"https://www.graana.com/lower-portion/for_rent/gwadar/all/179",0
"https://www.graana.com/lower-portion/for_rent/hyderabad/all/183",44
"https://www.graana.com/lower-portion/for_rent/quetta/all/187",2
"https://www.graana.com/lower-portion/for_rent/sialkot/all/190",11
"https://www.graana.com/lower-portion/for_rent/jhelum/all/193",3
"https://www.graana.com/lower-portion/for_rent/sukkur/all/207",17
"https://www.graana.com/lower-portion/for_rent/gujrat/all/233",24
"https://www.graana.com/lower-portion/for_rent/lalamusa/all/234",0
"https://www.graana.com/lower-portion/for_rent/kharian/all/235",0
"https://www.graana.com/lower-portion/for_rent/wazirabad/all/236",0
"https://www.graana.com/lower-portion/for_rent/khanewal/all/240",0
"https://www.graana.com/lower-portion/for_rent/dina/all/243",0
"https://www.graana.com/room/for_rent/islamabad/all/1",42
"https://www.graana.com/room/for_rent/lahore/all/2",120
"https://www.graana.com/room/for_rent/rawalpindi/all/3",1
"https://www.graana.com/room/for_rent/taxila/all/166",0
"https://www.graana.com/room/for_rent/multan/all/168",1
"https://www.graana.com/room/for_rent/karachi/all/169",9
"https://www.graana.com/room/for_rent/faisalabad/all/170",146
"https://www.graana.com/room/for_rent/wah/all/173",0
"https://www.graana.com/room/for_rent/gujranwala/all/174",0
"https://www.graana.com/room/for_rent/peshawar/all/176",0
"https://www.graana.com/room/for_rent/gwadar/all/179",0
"https://www.graana.com/room/for_rent/hyderabad/all/183",1
"https://www.graana.com/room/for_rent/quetta/all/187",16
"https://www.graana.com/room/for_rent/sialkot/all/190",0
"https://www.graana.com/room/for_rent/jhelum/all/193",2
"https://www.graana.com/room/for_rent/sukkur/all/207",3
"https://www.graana.com/room/for_rent/gujrat/all/233",1
"https://www.graana.com/room/for_rent/lalamusa/all/234",0
"https://www.graana.com/room/for_rent/kharian/all/235",0
"https://www.graana.com/room/for_rent/wazirabad/all/236",0
"https://www.graana.com/room/for_rent/khanewal/all/240",0
"https://www.graana.com/room/for_rent/dina/all/243",0
"https://www.graana.com/room/for_sale/islamabad/all/1",0
"https://www.graana.com/room/for_sale/lahore/all/2",0
"https://www.graana.com/room/for_sale/rawalpindi/all/3",0
"https://www.graana.com/room/for_sale/taxila/all/166",0
"https://www.graana.com/room/for_sale/multan/all/168",0
"https://www.graana.com/room/for_sale/karachi/all/169",0
"https://www.graana.com/room/for_sale/faisalabad/all/170",0
"https://www.graana.com/room/for_sale/wah/all/173",0
"https://www.graana.com/room/for_sale/gujranwala/all/174",0
"https://www.graana.com/room/for_sale/peshawar/all/176",0
"https://www.graana.com/room/for_sale/gwadar/all/179",0
"https://www.graana.com/room/for_sale/hyderabad/all/183",0
"https://www.graana.com/room/for_sale/quetta/all/187",0
"https://www.graana.com/room/for_sale/sialkot/all/190",0
"https://www.graana.com/room/for_sale/jhelum/all/193",0
"https://www.graana.com/room/for_sale/sukkur/all/207",0
"https://www.graana.com/room/for_sale/gujrat/all/233",0
"https://www.graana.com/room/for_sale/lalamusa/all/234",0
"https://www.graana.com/room/for_sale/kharian/all/235",0
"https://www.graana.com/room/for_sale/wazirabad/all/236",0
"https://www.graana.com/room/for_sale/khanewal/all/240",0
"https://www.graana.com/room/for_sale/dina/all/243",0
"https://www.graana.com/farm-house/for_rent/islamabad/all/1",3
"https://www.graana.com/farm-house/for_rent/lahore/all/2",9
"https://www.graana.com/farm-house/for_rent/rawalpindi/all/3",0
"https://www.graana.com/farm-house/for_rent/taxila/all/166",0
"https://www.graana.com/farm-house/for_rent/multan/all/168",1
"https://www.graana.com/farm-house/for_rent/karachi/all/169",4
"https://www.graana.com/farm-house/for_rent/faisalabad/all/170",0
"https://www.graana.com/farm-house/for_rent/wah/all/173",0
"https://www.graana.com/farm-house/for_rent/gujranwala/all/174",0
"https://www.graana.com/farm-house/for_rent/peshawar/all/176",0
"https://www.graana.com/farm-house/for_rent/gwadar/all/179",0
"https://www.graana.com/farm-house/for_rent/hyderabad/all/183",0
"https://www.graana.com/farm-house/for_rent/quetta/all/187",0
"https://www.graana.com/farm-house/for_rent/sialkot/all/190",0
"https://www.graana.com/farm-house/for_rent/jhelum/all/193",0
"https://www.graana.com/farm-house/for_rent/sukkur/all/207",0
"https://www.graana.com/farm-house/for_rent/gujrat/all/233",0
"https://www.graana.com/farm-house/for_rent/lalamusa/all/234",0
"https://www.graana.com/farm-house/for_rent/kharian/all/235",0
"https://www.graana.com/farm-house/for_rent/wazirabad/all/236",0
"https://www.graana.com/farm-house/for_rent/khanewal/all/240",0
"https://www.graana.com/farm-house/for_rent/dina/all/243",0
"https://www.graana.com/farm-house/for_sale/islamabad/all/1",15
"https://www.graana.com/farm-house/for_sale/lahore/all/2",26
"https://www.graana.com/farm-house/for_sale/rawalpindi/all/3",0
"https://www.graana.com/farm-house/for_sale/taxila/all/166",0
"https://www.graana.com/farm-house/for_sale/multan/all/168",4
"https://www.graana.com/farm-house/for_sale/karachi/all/169",8
"https://www.graana.com/farm-house/for_sale/faisalabad/all/170",1
"https://www.graana.com/farm-house/for_sale/wah/all/173",0
"https://www.graana.com/farm-house/for_sale/gujranwala/all/174",0
"https://www.graana.com/farm-house/for_sale/peshawar/all/176",1
"https://www.graana.com/farm-house/for_sale/gwadar/all/179",2
"https://www.graana.com/farm-house/for_sale/hyderabad/all/183",1
"https://www.graana.com/farm-house/for_sale/quetta/all/187",0
"https://www.graana.com/farm-house/for_sale/sialkot/all/190",0
"https://www.graana.com/farm-house/for_sale/jhelum/all/193",0
"https://www.graana.com/farm-house/for_sale/sukkur/all/207",0
"https://www.graana.com/farm-house/for_sale/gujrat/all/233",0
"https://www.graana.com/farm-house/for_sale/lalamusa/all/234",0
"https://www.graana.com/farm-house/for_sale/kharian/all/235",0
"https://www.graana.com/farm-house/for_sale/wazirabad/all/236",0
"https://www.graana.com/farm-house/for_sale/khanewal/all/240",0
"https://www.graana.com/farm-house/for_sale/dina/all/243",0
"https://www.graana.com/penthouse/for_rent/islamabad/all/1",2
"https://www.graana.com/penthouse/for_rent/lahore/all/2",0
"https://www.graana.com/penthouse/for_rent/rawalpindi/all/3",1
"https://www.graana.com/penthouse/for_rent/taxila/all/166",0
"https://www.graana.com/penthouse/for_rent/multan/all/168",0
"https://www.graana.com/penthouse/for_rent/karachi/all/169",24
"https://www.graana.com/penthouse/for_rent/faisalabad/all/170",0
"https://www.graana.com/penthouse/for_rent/wah/all/173",0
"https://www.graana.com/penthouse/for_rent/gujranwala/all/174",0
"https://www.graana.com/penthouse/for_rent/peshawar/all/176",0
"https://www.graana.com/penthouse/for_rent/gwadar/all/179",0
"https://www.graana.com/penthouse/for_rent/hyderabad/all/183",1
"https://www.graana.com/penthouse/for_rent/quetta/all/187",0
"https://www.graana.com/penthouse/for_rent/sialkot/all/190",0
"https://www.graana.com/penthouse/for_rent/jhelum/all/193",0
"https://www.graana.com/penthouse/for_rent/sukkur/all/207",2
"https://www.graana.com/penthouse/for_rent/gujrat/all/233",0
"https://www.graana.com/penthouse/for_rent/lalamusa/all/234",0
"https://www.graana.com/penthouse/for_rent/kharian/all/235",0
"https://www.graana.com/penthouse/for_rent/wazirabad/all/236",0
"https://www.graana.com/penthouse/for_rent/khanewal/all/240",0
"https://www.graana.com/penthouse/for_rent/dina/all/243",0
"https://www.graana.com/penthouse/for_sale/islamabad/all/1",3
"https://www.graana.com/penthouse/for_sale/lahore/all/2",2
"https://www.graana.com/penthouse/for_sale/rawalpindi/all/3",2
"https://www.graana.com/penthouse/for_sale/taxila/all/166",0
"https://www.graana.com/penthouse/for_sale/multan/all/168",0
"https://www.graana.com/penthouse/for_sale/karachi/all/169",93
"https://www.graana.com/penthouse/for_sale/faisalabad/all/170",0
"https://www.graana.com/penthouse/for_sale/wah/all/173",0
"https://www.graana.com/penthouse/for_sale/gujranwala/all/174",0
"https://www.graana.com/penthouse/for_sale/peshawar/all/176",0
"https://www.graana.com/penthouse/for_sale/gwadar/all/179",0
"https://www.graana.com/penthouse/for_sale/hyderabad/all/183",17
"https://www.graana.com/penthouse/for_sale/quetta/all/187",1
"https://www.graana.com/penthouse/for_sale/sialkot/all/190",0
